,City,Distances,Data,Name,Website,State,Latitude,Longitude
709,Solon Springs,"Mystery, 1/2 Marathon, 5K",7/18/2020,North Country Trail Races,http://www.nctraces.com,WI,46.3813,-91.7778
710,Pinson,"Marathon, 1/2 Marathon, 5K",12/1/2019,The Sequoyah,http://runitfast.com/sequoyah-marathon-half-marathon-5k-10k,TN,35.4958,-88.694
711,Pinson,Mile,12/1/2019,Christmas Tree Cake Mile,http://runitfast.com,TN,35.5038,-88.6888
712,Columbia,"50K, 25K, 7 Miler",10/5/2019,Rock Bridge Revenge,http://columbiatrackclub.com/races/rockbridgerevenge/,MO,38.8819,-92.329
713,Jackson,"22.4 Miler, 1/2 Marathon, 10K, 5K",10/26/2019,ToT Tso'i - Trail of Tears Three,http://www.moruncocape.com/morunco-trail-races.html,MO,37.4546,-89.4883
714,Vienna,"100 Miler, 50 Miler",11/9/2019,Tunnel Hill 100,http://www.durbinracemanagement.com/,IL,37.4436,-88.8711
715,Cape Girardeau,5.5 Miler,11/24/2019,Meandering Turkey,http://www.moruncocape.com/,MO,37.3423,-89.6009
716,Camdenton,Last Man Standing,12/7/2019,4 Fore 30,http://www.4fore30.com,MO,37.9877,-92.7982
717,Cape Girardeau,"24hrs, 12hrs, Midnight 5K",3/20/2020,Howard Aslinger Endurance Run,http://www.howardaslingerfoundation.org,MO,37.3138,-89.558
718,Columbia,"24hr Fri., 12hrs, 6hrs, 1hrs",4/24/2020,The 24 Hour Lions Roar,http://www.the24hourlionsroar.com,MO,38.877,-92.2665
719,Lake of the Ozarks ,25K,5/2/2020,Trail of Four Winds,https://www.lakeoftheozarkstrailseries.com,MO,38.0755,-92.5737
720,Middle Brook,"1/2 Marathon Run, 1/2 Marathon Hike, 2 Person 1/2 Mar. Run, 2 Person  1/2 Mar. Hike",6/13/2020,Devil's Toll Race,https://www.ozarktrail.com/events-and-activities/,MO,37.661,-90.6492
721,Osage Beach,5K,7/11/2020,Rocky Top 5K,https://www.lakeoftheozarkstrailseries.com,MO,38.1139,-92.6683
722,Acton,12hrs,9/28/2019,12 Hours of Acton,https://www.facebook.com/12-Hours-of-Acton-389132075036036/?modal=admin_todo_tour,MT,45.9305,-108.681
723,Cody,"11 Miler, 6 Miler, Mile",10/12/2019,The Hunt,https://runcodywy.com/the-hunt/,WY,44.4952,-108.925
724,moapa,"Marathon, 1/2 Marathon, 10K, 6hrs, 5K, 3hrs",9/28/2019,Dam Ruck 'N' Run,http://www.tripledareruns.com/events/dam-ruck/,NV,36.5545,-114.573
725,Carson City,"10K, 5K, Mile",9/28/2019,Jog For Jordan 2019,https://www.facebook.com,NV,39.1638,-119.767
726,Lake Tahoe,1/2 Marathon,10/5/2019,Tahoe Flume Trail Fall Classic,http://ascentruns.com/events/tahoe-fall-classic/,NV,39.2345,-119.93
727,Incline Village,Marathon,10/5/2019,Tahoe 2-Day Trail Marathon,http://ascentruns.com/events/tahoe-2-day-trail-marathon/,CA,39.2497,-119.953
728,Lake Tahoe,"36K - 2Per Team, Elite 36K Trail Run, Classic 30K Trail Run",10/6/2019,Great Trail Race,http://www.greattrailrace.com,CA,39.1973,-120.106
729,Lake Tahoe,"100 Miler, 50 Miler, 50K, 25K",10/12/2019,Ultra Trails Lake Tahoe,http://e3running.com,CA,39.275,-120.121
730,Carson City,"8K, 2 Mile Run",10/26/2019,Nevada Day Classic,http://www.nevadadayclassic.org/,NV,39.1659,-119.768
731,Carson City,"10K, 5K",11/3/2019,Cold Turkey Run,http://www.AscentRuns.com,NV,39.2453,-119.757
732,Las Vegas,"40 Miler, Marathon, 1/2 Marathon",11/9/2019,Trails of Glory,http://desertdash.com/races/trails-of-glory/,NV,36.0111,-115.431
733,Logandale,"50K, Marathon, 1/2 Marathon, 10K, 5K, Mile",11/16/2019,Valley of Fire Backcountry,http://www.tripledareruns.com/events/valley-of-fire,NV,36.5935,-114.527
734,Las Vegas,"5K, 10K",11/23/2019,Happy Hippie Harvest Run,http://www.beyondlimitsrunning.com,NV,36.302,-115.25
735,Henderson,10K,11/29/2019,Black Mountain Friday,http://desertdash.com/races/black-mountain-friday,NV,35.9396,-115.077
736,Carson City,"10K, 5K",12/14/2019,Running With Rudolph,http://www.AscentRuns.com,NV,39.1857,-119.791
737,Soda Springs,"1.3K, Kilometer, 0.5K",12/21/2019,Tahoe Mt. Sports Holiday Sprint,https://auburnskiclub.com/asctc/nordic/citizens-xc-racing/,CA,39.3333,-120.351
738,Soda Springs,"10K, 5K",12/22/2019,Snowshoe Thompson US Ski and Snowboard NRL,https://auburnskiclub.com/asctc/nordic/citizens-xc-racing/,CA,39.3333,-120.351
739,Soda Springs,"10K, 5K, 2K, 0.5K",12/22/2019,Snowshoe Thompson- Citizen's Race,https://auburnskiclub.com/asctc/nordic/citizens-xc-racing/,CA,39.3333,-120.351
740,Las Vegas,"10K, 5K, Mile",12/31/2019,Resolution Run,http://www.tripledareruns.com/events/resolution-run/,NV,36.1808,-115.275
741,Las Vegas,"10K, 5K, Mile",1/1/2020,Revolution Run,http://www.tripledareruns.com/events/revolution-run/,NV,36.1808,-115.275
742,Carson City,"10K, 5K",1/4/2020,Wild Winter Round Up,http://www.AscentRuns.com,NV,39.2024,-119.711
743,Soda Springs,"15K, 10K, 5K, 2K, 0.5K",1/12/2020,Paco's Freestyle Citizen's Race,https://auburnskiclub.com/asctc/nordic/citizens-xc-racing/,CA,39.3196,-120.435
744,Littlefield,"100 Miler, 100K, 48hrs, 50 Miler, 50K",2/7/2020,Grandmaster Ultras,https://GrandmasterUltras.com,AZ,36.9008,-113.936
745,Carson City,"10K, 5K",2/8/2020,Love Can Be Cold,http://www.AscentRuns.com,NV,39.1333,-119.74
746,henderson,"100 Mile USATF, 48hrs, 100 Miler, 50 Miler, 24hrs, 12hrs, 6hrs",2/14/2020,Jackpot Ultra Running Festival,http://www.beyondlimitsrunning.com/,NV,36.0362,-115.054
747,Soda Springs,"15K, 7.5K, 3K, Kilometer",2/17/2020,President's Cup,https://auburnskiclub.com/asctc/nordic/citizens-xc-racing/,CA,39.3333,-120.351
748,Carson City,"10K, 5K",3/7/2020,March Mudness,http://www.AscentRuns.com,NV,39.1637,-119.788
749,Las Vegas,"50 Miler, 50K, Marathon, 1/2 Marathon, 6.2 Miler, 5K, Mile",3/7/2020,Trail Trashed Ultra,http://www.tripledareruns.com/events/?cid1=7&date=1457769600&self=1,NV,36.0221,-115.02
750,Mesquite,"100 Miler, 110K, 50 Miler, 55K",3/21/2020,Flat Top Mesa Endurance Run,https://www.facebook.com/Mesquite-Endurance-Run-787235015008104/,NV,36.805,-114.139
751,Henderson ,"1/2 Marathon, 10K, 5K, Mile",5/2/2020,Flight of Fire,http://www.tripledareruns.com/,NV,36.0749,-115.06
752,Henderson,"1/2 Marathon, 10K, 5K",5/2/2020,Night of Fire,http://www.tripledareruns.com/,NV,36.1737,-115.106
753,Truckee,"1/2 Marathon, 10K, 5K, Kids Race",5/31/2020,Truckee Running Festival and Waddle Ranch Trail 1/2 Marathon,http://tahoetrailrunning.com/trail-runs/truckee-running-festival/,CA,39.3276,-120.153
754,Mt. Charleston,"53.28 Mile - 3 Person Relay, 35.52 Miler, 17.76 Miler, 1/2 Marathon, 10K",6/6/2020,Sawmill Relay,http://www.tripledareruns.com/,NV,36.3569,-115.639
755,Lake Tahoe,"Vertical K, 52K, Kids Run, 26K, 11K",6/19/2020,The Broken Arrow Skyrace,http://brokenarrowskyrace.com/,CA,39.1961,-120.236
756,Tahoe City,"1/2 Marathon, 12K, 6K, Kids Race",6/21/2020,Burton Creek Trail Running Festival,http://bigblueadventure.com/,CA,39.1722,-120.139
757,Squaw Valley,"100 Miler, Lottery Bye",6/27/2020,Western States,http://www.wser.org,CA,39.1954,-120.236
758,Lake Tahoe,"10K, 5K",7/4/2020,Run to the Beach,http://bigblueadventure.com/,CA,39.2488,-120.053
759,Las Vegas,"Whitney Mesa 7M, Rainbow Gardens 7M, Bootleg Canyon 7M, Whitney Mesa 7K, Rainbow Gardens 7K, Bootl",7/10/2020,Three Degrees of Hell,http://www.tripledareruns.com/events/three-degrees-of-hell,NV,36.4248,-114.718
760,North Lake Tahoe,50K,7/12/2020,Big Chief 50K,https://tahoetrailrunning.com/big-chief-50k-ultra-trail-run/,CA,39.328,-120.183
761,Lake Tahoe,"50K, 10 Miler",8/9/2020,Marlette 50K and 10 Miler,http://www.tahoetrailrunning.com/trail-runs/marlette-50k/,NV,39.1063,-119.915
762,Incline Village,"10K, 5K, Kids Race",8/15/2020,XTERRA Lake Tahoe 5K & 10K,http://tahoetrailrunning.com/trail-runs/big-blue-trail-run/,NV,39.2419,-119.945
763,Truckee,100K,8/22/2020,Castle Peak 100k,http://castlepeak100k.com,CA,39.3776,-120.162
764,Homewood,200 Miler,9/11/2020,Tahoe 200 Endurance Run,http://www.tahoe200.com,CA,39.246,-119.958
765,Painted Post,Last person standing,11/10/2019,The Last Rebel Survivor,https://rebellionrunning.wordpress.com/events/,NY,42.2291,-77.1237
766,Grants,50K,9/28/2019,Mt. Taylor 50k,http://mttaylor50k.com/,NM,35.2632,-107.629
767,Dona Ana,"21K, 10K, 5K",9/28/2019,Horny Toad Hustle Trail Run,http://www.snmta.org,NM,32.4088,-106.771
768,Las Vegas,"5K, Mile",10/5/2019,Color Run 4 Life! 2019,http://www.ecfh.org,NM,35.6037,-105.227
769,Las Cruces,24hrs,10/18/2019,Tortugas Mountain 24 Hour Challenge,http://snmta.org,NM,32.2963,-106.692
770,Los Alamos,"10K, 25K",10/19/2019,Pajarito Trail Fest,http://pajaritotrailfest.org/,NM,35.8957,-106.395
771,Cuba,"50 Miler, Marathon, 30K",11/2/2019,Deadman Peaks Trail Run,http://deadmanpeakstrailrun.wordpress.com/,NM,35.9729,-107.007
772,Albuquerque,"50K, 16 Miler, 8 Miler",11/30/2019,Bosque Bigfoot Trail Runs,http://www.racenm.com,NM,35.1231,-106.676
773,Tijeras,"50K, Marathon, 1/2 Marathon",4/18/2020,Cedro Peak,https://cedropeaktrailevent.wordpress.com,NM,34.9973,-106.322
774,Los Alamos,"50 Miler, 50K, 15 Miler",5/23/2020,Jemez Mountain,https://www.jemezmountaintrailruns.org/,NM,35.8954,-106.286
775,San Ysidro,"50K, 38.4K - 2 Person Relay, 38.4K, 25.6K, 12.8K",6/6/2020,Dragon's Back Ultra and Trail Races,http://www.endurancesantafe.com,NM,35.4985,-106.841
776,Santa Fe,"50 Miler, 50M - 4 Per. Relay, 50K, 13 Miler, Mile",9/5/2020,Endurance Santa Fe Mountain Races,http://www.endurancesantafe.com,NM,35.7963,-105.802
777,Mendon,"50K, 30K, 20K, 10K",11/2/2019,Mendon Trail Run,http://roc.us.orienteering.org/mtr/,NY,43.0271,-77.5598
778,Pittsford,"15 Miler, 10 Miler, 5 Miler",12/7/2019,0 Degree Winter Trail Festival,http://www.trailsroc.org/wtf/,NY,43.0455,-77.4813
779,Rochester,Time Loop,3/7/2020,Trail Methods Last Runner Standing,http://trailmethods.com/lastrunnerstanding,NY,43.2336,-77.6757
780,Castile,40 Miler,6/20/2020,Many On The Genny,https://manyonthegenny.com/,NY,42.5848,-78.0435
781,Moncks Corner,"15 Miler, 10hrs, 5 Miler",10/5/2019,Revenge of Stede Bonnet,http://www.eagle-endurance.com,SC,33.2038,-79.9824
782,Fries,"50K, 25K",10/12/2019,New River Trail,http://runningmtngoat.com/Mountain_Goat_Racing_2017/New_River_Trail_Races.html,VA,36.7151,-80.9773
783,Turnersburg ,"100 Miler, 100 Mile - 4 Person Relay, 100 Mile - 6 Person Relay, 100 Mile - 8 Person Relay, 24hrs,",10/12/2019,Allison Woods Halloween Hobble,https://www.facebook.com/halloweenhobbleultra/,NC,35.8979,-80.8264
784,Lillington,24hrs,10/12/2019,Cape Fear 24 Hour,https://www.facebook.com/groups/capefear24hour/,NC,35.4028,-78.8131
785,Troy,"100 Miler, 100K",10/19/2019,Uwharrie 100 Mile and 100K Trail Run,http://www.uwharrie100.com/,NC,35.3101,-80.0433
786,Mt Gilead,50K,10/19/2019,Uwharrie Gold Rush,http://www.uwharrie100.com/uwharriegoldrush,NC,35.3106,-80.0434
787,Traphill,12 Miler,10/26/2019,The Drool Deer,http://www.thedrooldeer.com,NC,36.4007,-81.0657
788,McClellanville,"100 Miler, 100K, 50 Miler, 50K, Marathon, 14 Miler, 210 Miler, 105 Miler",10/31/2019,The Swamp Fox Ultra,http://www.eagle-endurance.com,SC,33.042,-79.5638
789,Cedar Point,24hrs,11/2/2019,Tideland 24,http://www.tideland24.com,NC,34.6917,-77.0869
790,"Hiddenite, NC","12 Miler, 8 Miler, 4 Miler",11/2/2019,RUN FOR THE DOGS,https://rockyfacepark.com/run-for-the-dogs/,NC,35.9631,-81.116
791,Troutman,"50K, 30K",11/9/2019,Lake Norman State Park 30K & 50K Trail Race,https://www.runnc.org,NC,35.6736,-80.9334
792,Glen Lyn,"Ultra, 1/2 Marathon, 10K",11/9/2019,Old Glory Trail Runs,http://www.triadventure.com,VA,37.3984,-80.8508
793,Southwest,50K,11/9/2019,Blue Ridge Ultra Series,http://www.triadventure.com/blueridgeultraseries,VA,37.3515,-80.6003
794,Rocky Mount,24hrs,11/23/2019,Crooked Road 24 Hour Ultra,http://www.crookedroadrunning.com/#/24-hour-event/4552535835,VA,36.9693,-79.9419
795,Fort Mill,12hrs,11/23/2019,Lake Haigler 12-Hour,http://www.rockhillstriders.org,SC,35.0405,-80.9441
796,Ellerbe,50K,11/30/2019,The Derby 50k,http,NC,35.1439,-79.6475
797,Various,"100 Miler, 48hrs",12/1/2019,Dreadmill 48 Hour Endurance Challenge,https://www.facebook.com/Dreadmill-48-Hour-Endurance-Challenge-426410961088379/,,37.0009,-79.8817
798,Huger,"50K, 25K",12/7/2019,Last Chance Trail Run,http://www.eagle-endurance.com/Home.php,SC,33.0556,-79.6958
799,Erwin,"12hrs, 6hrs, 3hrs",12/14/2019,The Nutcracker 12/6/3 hour Endurance Run,http://ultrasignup.com/register.aspx?did=53187,NC,35.3278,-78.6749
800,Boomer,"1/2 Marathon, 10K",12/14/2019,Warrior Creek,http://www.warriorcreekhalf.com,NC,36.101,-81.2857
801,Pinnacle,"7 Miler, 3 Miler",12/21/2019,Pilot Mountain Goat,http://www.mountaingoatracing.com,NC,36.3471,-80.4712
802,Lancaster,50K,12/21/2019,Mo Big Butt 50 K,http://www.claudesinclair.com,SC,34.8478,-80.8017
803,Charleston,100 Miler,12/27/2019,Charleston 100,http://www.charleston100.com,SC,32.7803,-79.9408
804,New Bern,317 Miler,12/31/2019,Beer Army Centurion Challenge,https://www.bravoalpha.org/pathfinder/,NC,35.0302,-77.0172
805,Valdese,"10K, 5K",1/1/2020,New Year's Resolution Runs,http://www.friendsofthevaldeserec.org/nyrr,NC,35.7669,-81.5439
806,Fort Mill,8K,1/1/2020,Ring In The New Year,https://www.rockhillstriders.org,SC,35.0398,-80.9436
807,Shulerville,8hrs,1/4/2020,Retreat Repeat,https://www.facebook.com/Retreat-Repeat-2139470312776489/,SC,33.1983,-79.6167
808,Connelly Springs,"50K, Marathon, 1/2 Marathon",1/11/2020,South Mountains Marathons,http://www.tanawhaadventures.com/southmountainsmarathons,NC,35.6029,-81.6289
809,Roaring Gap,50K,1/11/2020,Roaring Gap Deathrace,https://www.facebook.com/dirtywolfultras/,NC,36.3841,-81.0276
810,Bethera,"212 Miler, 140.6 Miler, 100 Mile - 5 Person Relay, 100 Miler, 100k Night, 100K, 50K Night, 50K, Ni",1/18/2020,Frozen: H3,http://www.eagle-endurance.com,SC,33.2004,-79.7651
811,Ellerbe,50K,1/25/2020,NC Fat Ass 50k,http://www.etinternet.net/~runrbike/ncfa50k.htm,NC,35.059,-79.685
812,Moncks Corner,"24hrs, 12hrs, 6hrs",2/1/2020,Hallucination 6/12/24 Hour Trail Run,http://www.eagle-endurance.com/events.html,SC,33.2038,-79.9824
813,Fort Mill,"50K, 8K",2/8/2020,Mill Stone 50K,http://www.rockhillstriders.org,SC,35.04,-80.944
814,Gastonia,12hrs,2/8/2020,MC Broken Ankle 12 Hour,https://www.facebook.com/Badrockultra/,NC,35.2852,-81.109
815,Maysville,50 Miler,2/8/2020,Maysville to Macon 50-Mile Run,http://www.maysville2macon.com,NC,34.9011,-77.2316
816,Georgetown,"50K, 11 Miler",2/15/2020,King's Highway Trail Race,http://www.eagle-endurance.com,SC,33.3602,-79.227
817,Pinnacle,"Marathon, 20K",2/22/2020,Pilot Mountain Marathon and 20k,http://www.mountaingoatracing.com,NC,36.3605,-80.4939
818,Ellerbe,"Marathon, 1/2 Marathon",2/29/2020,The Ellerbe Marathon and Half Marathon,http://theboogieraces.com/ESMarathon.html,NC,35.0713,-79.7614
819,Moncks Corner,"The Triple, The Double, 9 Miler",3/7/2020,Almost 9 Miler,http://www.eagle-endurance.com/,SC,33.2038,-79.9816
820,George Poston Park,"13 Miler, 50K Sat, 10 Miler, 50K Sun",3/13/2020,Wicked Root Ultra,https://www.facebook.com/Wicked-Root-5K10-Miler-50k-838117979604814/,NC,35.306,-81.1075
821,Mount Pleasant,"5K, 50K - 2 Person Relay, 50K - 5 Person Relay, 50K",3/14/2020,Peyton's Wild and Wacky 10x5K,http://www.peytonsrace.com,SC,32.8734,-79.7947
822,Waxhaw,"4 Miler, 1/2 Marathon",3/14/2020,Cane Creek Half and 4 Miler,http://www.vagabondendurance.com,NC,34.8426,-80.686
823,Nebo,"50K, 1/2 Marathon",3/21/2020,Fonta Flora 50k and Half Marathon,http://www.tanawhaadventures.com/fontaflora,NC,35.755,-81.8872
824,McClellanville,50 Miler,4/11/2020,Cooter Creek 50 Mile Trail Race,http://www.eagle-endurance.com,SC,33.0388,-79.5617
825,Chapel Hill,"12hrs, 12hrs Relay, 6hrs Relay, 6hrs",4/18/2020,Jordan Lake 12-Hour Challenge,http://chathamkids.org/events/12-hour/,NC,35.7725,-79.0415
826,Clover ,"100 Miler, 100K, 50K",4/18/2020,Mountaineer Rumble 50K-100K-100 Miler,https://www.facebook.com/Mountaineer-Rumble-420009962132503/,SC,35.1112,-81.2265
827,Cordesville,"50 Miler, 50K 2 Per Relay, 50K",5/2/2020,Wambaw Swamp Stomp,http://www.eagle-endurance.com,SC,33.1625,-79.8295
828,Blacksburg,"50K, 25K",5/2/2020,Gateway 50K & 25K (15 Miler),http://www.ECBCRunning.com,VA,37.2381,-80.461
829,Fort Mill,12hrs,5/3/2020,Mass Extinction Elimination Endurance Challenge,https://www.facebook.com/extinctionrace/,SC,34.9924,-80.8749
830,Bethera,"212 Miler, 140.6 Miler, 100k Night Run, 100M 5 Per Relay, 100M, 100K, 50K, 50K Night Run, 16.3 Mil",5/28/2020,Hell Hole Hundred,http://www.eagle-endurance.com,SC,33.201,-79.7655
831,Goose Creek,5K,6/13/2020,Hot Pursuit 5k,http://www.eagle-endurance.com,SC,33.0279,-80.0357
832,Pembroke,"50K, 8 Miler",6/20/2020,Eastern Divide,http://easterndivideultra.com/,VA,37.353,-80.5997
833,Danbury,15 Miler,8/8/2020,The Rabid Squirrel,https://www.facebook.com/peakeater/,NC,36.3912,-80.2685
834,Belmont,50K,8/8/2020,Rocky Branch Ultra,https://www.facebook.com/events/276080933033856/,NC,35.2452,-81.0478
835,Winnipeg,"48hrs, 24hrs, 24 Hours - 4 Person Relay, 12hrs, 6hrs",10/4/2019,Beaudry Fall Classic,http://www.joelatoews.com/beaudryfallclassic,MB,49.8618,-97.4767
836,Willoughby Hills,"100K, 50K, 25K",9/28/2019,Conquer the Castle Trail Race,https://www.facebook.com/groups/1517080411922234/,OH,41.5608,-81.4301
837,Mount Perry,"40 Mile - 4 Person Relay, 40 Miler",9/28/2019,Rucktoberfest Relay,https://ruckerendurancepark.com/rucktoberfest/,OH,39.8663,-82.131
838,Mount Perry,"50K, 40K - 4 Person Relay, 10 Miles, 5K",9/28/2019,Ray's Trail Race,https://ruckerendurancepark.com/rays-trail-race/,OH,39.8658,-82.1291
839,Waverly,"10 Miler, 5k",10/5/2019,Mountwood  10 Mile Challenge and 5k Fun Run/walk,https://www.rivercityrunners.com/event-list/2018/3/17/shamrock-5k-jlaml-kzt4k-hytwt-ljlaf-yfbcb-w7dnz-6be48-h33hb-e5lmn-g96w2-69gac-6gd3c-k5ecj-l26gt-,WV,39.2409,-81.2932
840,Cooksburg,12 Miler,10/13/2019,"Cook Forest, Highland Fall Scramble",http://www.cookforesttrailracing.com/,PA,41.3097,-79.2893
841,Richfield,"50K, 1/2 Marathon",10/19/2019,Crowell Hilaka Trail Run,https://runningforwardandgivingback.com/,OH,41.2492,-81.675
842,Norton,"50K, 25K",10/26/2019,Run With Scissors,https://runningforwardandgivingback.com/run-with-scissors,OH,40.997,-81.6817
843,Akron,"50K, 25K, 5 Miler",11/23/2019,Regal Beagle Ultra,https://runningforwardandgivingback.com/regal-beagle,OH,41.1791,-81.6306
844,Mount Vernon,"9hrs, 4hrs",12/21/2019,Wood Splitter Winter Solstice,https://www.facebook.com/woodsplittersolstice,OH,40.3934,-82.4857
845,CANAL FULTON,"50 Miler, 50K, 25K",3/21/2020,Get Lucky 50/50,http://www.race-brimstone.com,OH,40.8881,-81.5981
846,Ashtabula,"203 Miler, 100 Miler",4/16/2020,Olde 96er 200 Mile Ultra,https://www.facebook.com/stateroute45/,OH,41.8651,-80.7898
847,Loudonville,"50K, 25K",4/18/2020,Forget the PR Mohican 50k,http://www.mohican50k.com/,OH,40.617,-82.2531
848,Kirtland,24hrs,5/2/2020,O24,http://outrun24.blogspot.com/,OH,41.5894,-81.3704
849,Akron,15K,6/21/2020,Mingo Madness,https://runningforwardandgivingback.com/,OH,41.1297,-81.567
850,Dover,100 Miler,7/11/2020,Canal Corridor 100 Mile Endurance Run,https://runningforwardandgivingback.com/canal-corridor-100,OH,41.0122,-81.5078
851,Cooksburg,16.5 Miler,8/15/2020,Cook Forest 25k Trail Challenge,http://www.cookforesttrailracing.com,PA,41.3246,-79.1928
852,Dover,"100 Miler, 50 Miler, 25 Miler",9/5/2020,Tuscazoar 100 and 50 miler,http://www.race-brimstone.com,OH,40.5206,-81.474
853,Callisburg,"Marathon, 1/2 Marathon, 10K, 5K",9/28/2019,Red River Trail Run,https://redrivertrailrun.com/,TX,33.787,-97.0293
854,Lake Murray State Park,"100 Miler, 100K, 50K, 30K",10/26/2019,Lake Murray Endurance Run,https://blazetrails.com/lake-murray-endurance-run/,OK,34.1069,-97.1095
855,Grapevine,"50K, 30K, 15K",11/9/2019,Rockledge Rumble,https://rockledgerumble.com/,TX,32.9802,-97.063
856,Bridgeport,"54K, Marathon, 18K, 10K",12/14/2019,Bridgeport Trail Run,https://blazetrails.com/bridgeport-trail-run/,TX,33.2338,-97.7927
857,Graham,"50K, 25K, 10K, 5K",1/11/2020,The Wildcatter Ultra,https://www.ultraexpeditions.com,TX,33.0687,-98.5654
858,Dallas,"26 Miler, 26 Mile 4 Person Relay, 1/2 Marathon, 10K, 5K, Mile",3/7/2020,Run4Bibles,http://beta.equipdisciples.org/run4bibles/spring,TX,32.6642,-96.9739
859,Alvord,"50 Miler, Marathon, 1/2 Marathon",3/21/2020,Grasslands,https://www.grasslandstrailrun.com/,TX,33.4156,-97.6244
860,Grants Pass,"10K, 5K, Kids Run",9/28/2019,Enchanted Vine Run,http://www.sasquatch50k.com,OR,42.3058,-123.201
861,Oakridge,"40 Mile Stage Race, 20K, 11M, 25K",9/28/2019,Oakridge Triple Summit Challenge,http://www.oakridgetriplesummitchallenge.com,OR,43.7378,-122.456
862,DuPont,"72hrs Thursday, 48hrs Thursday, 24hrs Thursday, 48hrs Friday, 24hrs Friday, 24hrs Saturday",9/28/2019,DuPont Endurance Challenge,http://duponttrailmarathon.org/,WA,47.0966,-122.633
863,Sisters,"1/2 Marathon, 5K",9/28/2019,Sisters Hop Fest Half Marathon & 5k,http://www.sistershalfmarathon.com/,OR,44.2972,-121.548
864,North Bend,"50 Miler, 50K, Marathon",9/28/2019,Cascade Super Ultra,https://cascadesuperseries.com/the-cascade-super-ultra,WA,47.4325,-121.766
865,Portland,"10K, 5K",9/29/2019,Friend of Mt. Tabor Park Tar n Trail,http://www.runannie.net,OR,45.5128,-122.593
866,Oakridge,"33 Miler, 22 Miler, 11 Miler",10/5/2019,Willamette Headwaters Endurance Events (WHEE Run),http://www.wheerun.com/,OR,43.6637,-122.43
867,Gold Beach,"100K, 50M",10/5/2019,Secret Beach 100K / 50M,http://www.rainshadowrunning.com/secret-beach-100k50m.html,OR,42.4101,-124.334
868,Bend,11 Miler,10/5/2019,DRT 11,http://larkrunning.com/drt11/,OR,43.9388,-121.414
869,Bend,"Bigfoot Road 10K, Littlefoot",10/6/2019,Bend Bigfoot,http://centraloregonrunningklub.org/,OR,43.9965,-121.396
870,Corvallis,25K,10/6/2019,Condor 25K Trail Run,http://condor25k.org/,OR,44.5646,-123.262
871,Sisters,"50K, 1/2 Marathon",10/6/2019,Three Sisters Skyline,https://www.alpinerunning.co,OR,44.2891,-121.549
872,Portland,"Race #3, Race #4, Race #5, Race Series, Race #1, Race #2",10/9/2019,Portland Trail Series - Fall,https://gobeyondracing.com/races/portland-trail-series/,OR,45.5409,-122.726
873,Alsea Falls Recreation Area,"1/2 Marathon, 10K, 5K",10/12/2019,Hell of the Northwest Trail Run,http://oregontrailruns.com,OR,44.3291,-123.5
874,Tillamook,"50K, 27 Miler, 25K",10/12/2019,Elk-Kings Trail Races,https://gobeyondracing.com/races/elk-kings-25k-50k/,OR,45.586,-123.561
875,Yachats,"50K, 30K, Kids 1K",10/12/2019,Oregon Coast 50K / 30K,http://www.rainshadowrunning.com/oregon-coast-50k--30k.html,OR,44.3112,-124.105
876,Richland,"1/2 Marathon, 10K, 6K",10/12/2019,Chamna Chase,http://www.nomads.run,WA,46.2577,-119.287
877,McMinnville,"5K, 10K",10/12/2019,Miller Woods 5k &10k Trail Race,http://yamhillswcd.org/miller-woods/,OR,45.2478,-123.276
878,Bend,"50K, 25K",10/19/2019,Deschutes River,https://www.everlongendurance.com/deschutes-river-50k-1,OR,44.0216,-121.363
879,Bend,Last Person Standing,10/19/2019,Lastest Not Fastest,https://gobeyondracing.com/races/lastest-not-fastest,OR,44.2204,-121.339
880,Jacksonville,"25K, 10K, 5K",10/19/2019,Twin Peaks Trail Runs,http://www.woodlandsrunningco.com,OR,42.3255,-123.007
881,Buxton,"13 Miler, 6.25 Miler",10/20/2019,Stub Stewart Trail Challenge,https://www.bivouacracing.com/stub-stewart,OR,45.7388,-123.198
882,Carson,7 Miler,10/20/2019,The Ruff,https://www.alpinerunning.co/the-ruff,WA,45.7091,-121.778
883,St. Paul,"50 Miler, 50K",10/26/2019,Autumn Leaves 50/50,http://orrc.net/events/event-list/autumn-leaves-5050-50-mile-and-50k-ultra-runs/,OR,45.2561,-122.902
884,Olympia,"25K, 14K",10/26/2019,ScaryAss 25K/14K,http://www.olytrailrunners.com/capitol-peak-scary-ass/,WA,46.945,-123.124
885,Ashland,Marathon,11/2/2019,Lithia Loop Trail Marathon,https://roguevalleyrunners.com/pages/lithia-loop-trail-marathon,OR,42.1881,-122.716
886,South Beach,"24hrs, 12hrs, 6hrs",11/2/2019,DDLM Endurance Run,http://www.ardoradventures.com/ddlmer,OR,44.6038,-124.043
887,White Salmon,"50K, 25K",11/2/2019,Coyote Wall Trail Races,http://wonderlandrunning.com,WA,45.7004,-121.402
888,Hammond,"1/2 Marathon, 10K, 5K",11/3/2019,Battle To The Pacific,https://bivouacracing.com ,OR,46.1842,-123.957
889,Klickitat,"Marathon, 1/2 Marathon, 5K",11/9/2019,Klickitat Trail Run,http://www.columbiagorgerunningclub.com/KlickitatTrail.php,WA,45.818,-121.151
